x         y1        y2        y3        y4
0         255.00     0.00      255.00    0.00
80        255.00     3.00      255.00    5.00
160       255.00     10.00     255.00    8.00
240       255.00     15.00     255.00    14.00
320       255.00     21.00     255.00    18.00
400       255.00     25.00     255.00    23.00
480       255.00     30.00     255.00    27.00
560       255.00     33.00     255.00    30.00
640       40.00      37.00     255.00    32.00
720       40.00      35.00     0.00      35.00
800       40.00      31.00     0.00      28.00
880       40.00      30.00     0.00      18.00
960       40.00      25.00     0.00      9.00
1040      40.00      19.00     0.00      3.00
1120      40.00      13.00     255.00    2.00
1200      40.00      8.00      255.00    6.00
1280      40.00      5.00      255.00    15.00
1360      40.00      2.00      255.00    17.00
1440      40.00      4.00      255.00    15.00
1520      40.00      4.00      255.00    14.00
1600      255.00     4.00      255.00    19.00
1680      255.00     10.00     255.00    23.00
1760      255.00     24.00     255.00    24.00
1840      255.00     35.00     255.00    24.00
1920      40.00      38.00     255.00    26.00
2000      40.00      27.00     224.99    28.00
2080      40.00      8.00      0.00      26.00
2160      40.00      1.00      0.00      14.00
2240      180.00     1.00      95.02     7.00
2320      255.00     2.00      255.00    5.00
2400      255.00     7.00      255.00    10.00
2480      255.00     10.00     255.00    16.00
2560      255.00     17.00     255.00    21.00
2640      255.00     23.00     255.00    26.00
2720      255.00     29.00     255.00    28.00
2800      255.00     35.00     0.00      31.00
2880      214.99     38.00     0.00      26.00
2960      40.00      41.00     0.00      18.00
3040      40.00      32.00     0.00      12.00
3120      40.00      17.00     0.00      7.00
3200      40.00      0.00      255.00    3.00
3280      40.00      1.00      255.00    5.00
3360      40.00      0.00      255.00    9.00
3440      255.00     1.00      255.00    14.00
3520      255.00     7.00      255.00    18.00
3600      255.00     17.00     255.00    22.00
3680      255.00     29.00     255.00    24.00
3760      255.00     36.00     255.00    31.00
3840      40.00      36.00     255.00    32.00
3920      40.00      28.00     0.00      29.00
4000      40.00      9.00      0.00      18.00
4080      40.00      0.00      0.00      7.00
4160      40.00      0.00      255.00    4.00
4240      255.00     1.00      255.00    7.00
4320      255.00     5.00      255.00    11.00
4400      255.00     10.00     255.00    17.00
4480      255.00     17.00     255.00    21.00
4560      255.00     25.00     255.00    26.00
4640      255.00     33.00     255.00    28.00
4720      255.00     39.00     65.00     28.00
4800      40.00      43.00     0.00      19.00
4880      40.00      31.00     95.04     6.00
4960      40.00      8.00      255.00    3.00
5040      40.00      1.00      255.00    4.00
5120      40.00      0.00      255.00    8.00
5200      255.00     0.00      255.00    13.00
5280      255.00     4.00      255.00    18.00
5360      255.00     13.00     255.00    20.00
5440      255.00     25.00     255.00    23.00
5520      255.00     34.00     255.00    24.00
5600      54.99      39.00     255.00    27.00
5680      40.00      28.00     255.00    25.00
5760      40.00      10.00     255.00    26.00
5840      40.00      0.00      150.00    26.00
5920      255.00     1.00      0.03      17.00
6000      255.00     3.00      170.02    11.00
6080      255.00     11.00     255.00    9.00
6160      255.00     16.00     255.00    13.00
6240      255.00     17.00     255.00    18.00
6320      255.00     21.00     255.00    23.00
6400      255.00     27.00     255.00    26.00
6480      255.00     34.00     64.99     29.00
6560      214.99     39.00     0.00      24.00
6640      40.00      41.00     0.00      15.00
6720      40.00      29.00     0.00      7.00
6800      40.00      9.00      255.00    3.00
6880      40.00      0.00      255.00    5.00
6960      40.00      0.00      255.00    9.00
7040      255.00     1.00      255.00    15.00
7120      255.00     6.00      255.00    19.00
7200      255.00     17.00     255.00    23.00
7280      255.00     29.00     255.00    31.00
7360      255.00     35.00     255.00    33.00
7440      40.00      37.00     140.00    33.00
7520      40.00      27.00     0.00      27.00
7600      40.00      8.00      0.00      15.00
7680      40.00      0.00      0.00      8.00
7760      180.00     1.00      255.00    5.00
7840      255.00     2.00      255.00    9.00
7920      255.00     6.00      255.00    12.00
