x         y1        y2        y3        y4
0         50.40      0.00      50.40     0.00
80        101.60     0.00      101.60    0.00
160       152.80     0.00      152.80    1.00
240       200.00     2.00      204.00    2.00
320       200.00     4.00      245.80    7.00
400       200.00     7.00      255.00    12.00
480       200.00     11.00     255.00    19.00
560       200.00     15.00     255.00    23.00
640       200.00     19.00     227.80    29.00
720       200.00     24.00     180.00    34.00
800       200.00     27.00     147.60    27.00
880       200.00     33.00     131.40    23.00
960       183.40     36.00     128.00    18.00
1040      128.80     34.00     137.40    12.00
1120      105.80     23.00     159.60    9.00
1200      111.80     12.00     194.60    6.00
1280      152.80     2.00      223.60    9.00
1360      200.00     1.00      239.80    12.00
1440      200.00     3.00      243.20    16.00
1520      200.00     7.00      233.80    23.00
1600      200.00     13.00     221.00    22.00
1680      200.00     20.00     198.80    25.00
1760      200.00     24.00     163.80    29.00
1840      200.00     26.00     134.80    26.00
1920      200.00     27.00     118.60    22.00
2000      200.00     25.00     115.20    17.00
2080      195.40     22.00     124.60    12.00
2160      192.00     18.00     137.40    12.00
2240      200.00     13.00     150.20    13.00
2320      200.00     10.00     163.00    14.00
2400      200.00     12.00     166.40    18.00
2480      200.00     14.00     166.40    19.00
2560      200.00     15.00     157.00    22.00
2640      200.00     18.00     144.20    23.00
2720      200.00     21.00     122.00    24.00
2800      200.00     23.00     96.40     25.00
2880      200.00     24.00     80.20     23.00
2960      198.80     26.00     67.40     22.00
3040      173.20     26.00     54.60     21.00
3120      147.60     24.00     51.20     19.00
3200      131.40     20.00     51.20     18.00
3280      137.40     15.00     51.20     18.00
3360      150.20     14.00     51.20     18.00
3440      163.00     14.00     51.20     17.00
3520      175.80     15.00     51.20     17.00
3600      188.60     15.00     51.20     16.00
3680      192.00     17.00     51.20     17.00
3760      192.00     19.00     51.20     16.00
3840      182.60     20.00     51.20     16.00
3920      169.80     22.00     60.60     15.00
4000      147.60     24.00     73.40     14.00
4080      122.00     24.00     86.20     12.00
4160      96.40      24.00     108.40    11.00
4240      80.20      22.00     134.00    10.00
4320      76.80      19.00     150.20    13.00
4400      76.80      16.00     163.00    13.00
4480      86.20      14.00     175.80    13.00
4560      99.00      13.00     198.00    10.00
4640      111.80     12.00     223.60    10.00
4720      124.60     13.00     249.20    10.00
4800      137.40     15.00     255.00    14.00
4880      140.80     16.00     255.00    18.00
4960      140.80     19.00     255.00    21.00
5040      131.40     20.00     237.20    25.00
5120      118.60     20.00     211.60    27.00
5200      105.80     21.00     176.60    30.00
5280      102.40     19.00     138.20    30.00
5360      102.40     19.00     99.80     29.00
5440      102.40     18.00     70.80     26.00
5520      102.40     19.00     73.40     15.00
5600      111.80     13.00     95.60     8.00
5680      152.80     2.00      130.60    4.00
5760      200.00     0.00      178.40    3.00
5840      200.00     2.00      220.20    5.00
5920      200.00     5.00      249.20    9.00
6000      200.00     8.00      255.00    15.00
6080      200.00     12.00     255.00    19.00
6160      200.00     15.00     255.00    23.00
6240      200.00     20.00     227.80    28.00
6320      200.00     24.00     189.40    28.00
6400      200.00     30.00     151.00    30.00
6480      200.00     34.00     122.00    26.00
6560      192.80     33.00     105.80    23.00
6640      151.00     29.00     121.20    11.00
6720      131.40     21.00     146.80    8.00
6800      137.40     12.00     181.80    7.00
6880      169.00     4.00      210.80    9.00
6960      200.00     3.00      236.40    11.00
7040      200.00     6.00      252.60    15.00
7120      200.00     9.00      246.60    20.00
7200      200.00     12.00     224.40    27.00
7280      200.00     16.00     198.80    26.00
7360      200.00     19.00     163.80    29.00
7440      200.00     24.00     125.40    28.00
7520      200.00     26.00     105.80    21.00
7600      200.00     26.00     102.40    16.00
7680      200.00     26.00     111.80    13.00
7760      186.00     26.00     124.60    13.00
7840      169.80     22.00     146.80    11.00
7920      166.40     17.00     163.00    13.00
